"Index","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA"
72,72,"45-54","Female","Left school at 18 years","Canada","White",-0.46725,1.11406,-0.31776,1.11406,0.12331,-2.55524,-0.84637,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
73,73,"45-54","Male","Left school at 18 years","UK","White",-1.55078,0.96248,-0.01928,0.43852,0.93949,0.19268,0.40148,"Used in Last Day","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
74,74,"45-54","Male","Professional certificate/diploma","UK","White",-0.67825,-0.57545,-0.31776,0.28783,1.13407,-0.71126,-0.21575,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
75,75,"65+","Female",NA,"UK","White",-1.1943,-1.7625,-2.8595,-1.47955,0.25953,0.52975,-2.07848,"Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
76,76,"25-34","Male","University degree","UK","White",-0.14882,0.16767,-1.55521,-0.76096,-0.40581,0.52975,-0.21575,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
77,77,"45-54","Female","Left school at 17 years","Canada","White",-0.34799,-0.69509,-1.55521,0.43852,0.58489,-2.55524,-2.07848,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
78,78,"35-44","Male","University degree","UK","White",0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21712,-2.07848,"Used in Last Year","Used over a Decade Ago","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Week","Used over a Decade Ago","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
79,79,"35-44","Male","Some college or university, no certificate or degree","UK","White",-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084,"Used in Last Day","Never Used","Used over a Decade Ago","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Used over a Decade Ago","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Used over a Decade Ago"
80,80,"35-44","Male","Professional certificate/diploma","UK","White",-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21712,-0.21575,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
81,81,"65+","Female","Doctorate degree","Canada","White",0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21712,-0.21575,"Used in Last Day","Never Used","Never Used","Used in Last Year","Used in Last Day","Used over a Decade Ago","Used in Last Week","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
82,82,"55-64","Female","University degree","UK","White",-0.79151,-1.23177,-0.01928,-0.91699,-0.14277,0.88113,0.40148,"Used in Last Week","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used in Last Day","Used in Last Decade","Used in Last Day","Used over a Decade Ago","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used"
83,83,"55-64","Male","Masters degree","Canada","White",-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21712,-1.18084,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
84,84,"55-64","Female","Left school at 17 years","UK","Mixed-White/Black",1.02119,-0.94779,-1.11902,1.45039,-1.64101,0.19268,-0.21575,"Used in Last Year","Never Used","Never Used","Used in Last Week","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
85,85,"45-54","Male",NA,"UK","White",-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
86,86,"25-34","Female","Left school at 18 years","UK","White",-0.46725,0.00332,-1.55521,0.13136,0.41594,0.52975,1.2247,"Used in Last Year","Never Used","Used over a Decade Ago","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
87,87,"35-44","Male","Some college or university, no certificate or degree","UK","White",0.73545,-0.15487,-1.11902,0.13136,-0.14277,-0.21712,0.40148,"Used in Last Week","Never Used","Used over a Decade Ago","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
88,88,"55-64","Male",NA,"UK","White",-0.92104,0.16767,-0.45174,-0.30172,0.25953,-0.71126,0.40148,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Week","Used over a Decade Ago","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
89,89,"35-44","Female","Some college or university, no certificate or degree","UK","White",0.31287,-1.92173,-1.42424,-0.76096,-0.52745,-1.37983,-2.07848,"Used in Last Year","Never Used","Used over a Decade Ago","Used over a Decade Ago","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used"
90,90,"35-44","Female","Masters degree","UK","White",0.91093,-0.57545,0.29338,-0.60633,-0.27607,0.52975,-0.21575,"Used in Last Week","Used over a Decade Ago","Used over a Decade Ago","Used in Last Decade","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Never Used","Never Used","Used over a Decade Ago"
91,91,"35-44","Female","Masters degree","UK","White",1.37297,0.32197,0.7233,0.28783,-0.78155,-1.37983,0.07987,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Year","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Never Used"
92,92,"35-44","Male","Professional certificate/diploma","Canada","White",0.41667,-0.43999,0.7233,0.28783,0.7583,0.88113,0.7654,"Used in Last Decade","Never Used","Never Used","Used in Last Year","Used in Last Day","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used"
93,93,"25-34","Male","Left school at 18 years","UK","White",-1.55078,-0.30033,-0.45174,0.28783,-0.00665,-0.71126,-0.84637,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
94,94,"65+","Female",NA,"UK","White",-0.14882,-0.80615,-0.97631,0.76096,0.41594,-1.37983,-1.54858,"Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
95,95,"45-54","Male","Masters degree","UK","White",-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848,"Used in Last Week","Never Used","Never Used","Used in Last Year","Used in Last Day","Used in Last Decade","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Never Used"
96,96,"45-54","Male","Masters degree","UK","White",-0.46725,0.32197,1.06238,-1.6209,1.13407,0.52975,-0.21575,"Used in Last Day","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used in Last Day","Used over a Decade Ago","Used in Last Day","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used over a Decade Ago","Never Used","Never Used"
97,97,"35-44","Female","University degree","Canada","White",0.13606,-1.09207,0.29338,-0.15487,0.7583,-1.37983,-1.54858,"Used in Last Month","Used over a Decade Ago","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Year","Never Used","Never Used"
98,98,"45-54","Female","Masters degree","UK","White",-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.84637,"Used in Last Week","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Day","Used over a Decade Ago","Used in Last Week","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
99,99,"35-44","Male","Doctorate degree","Canada","White",-1.1943,-0.43999,-0.01928,-0.60633,0.93949,-0.21712,1.2247,"Used in Last Month","Used over a Decade Ago","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Month","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Decade","Never Used","Never Used"
100,100,"25-34","Female","University degree","UK","White",-0.67825,3.00537,0.7233,0.94156,1.63088,0.52975,0.40148,"Used in Last Day","Used in Last Decade","Never Used","Used in Last Year","Used in Last Day","Used in Last Year","Used in Last Week","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Never Used"
101,101,"25-34","Male","Masters degree","Other","White",-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21712,1.2247,"Used in Last Day","Used in Last Year","Used in Last Year","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Week","Used in Last Year","Never Used","Used in Last Year","Never Used","Used in Last Year","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Year","Never Used","Never Used","Never Used"
102,102,"45-54","Female",NA,"Australia","White",-0.58016,0.47617,-1.68062,-0.15487,0.93949,-1.37983,-0.84637,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
103,103,"45-54","Male","Left school at 18 years","UK","White",-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,"Used in Last Day","Used over a Decade Ago","Used in Last Year","Used in Last Month","Used in Last Day","Used over a Decade Ago","Used in Last Month","Used in Last Month","Used over a Decade Ago","Used in Last Decade","Used in Last Decade","Used over a Decade Ago","Used over a Decade Ago","Used in Last Decade","Never Used","Used in Last Decade","Used over a Decade Ago","Never Used","Never Used"
104,104,"45-54","Female","Professional certificate/diploma","Canada","White",0.04257,0.63779,-0.31776,-0.30172,0.12331,0.19268,0.7654,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
105,105,"25-34","Female","Some college or university, no certificate or degree","Canada","White",-0.92104,0.16767,-0.17779,1.11406,0.58489,-0.71126,0.07987,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
